Name,Price,Smartphone OS,IMG PATH,Screen Resolution,Screen size,Processor,GPU,RAM 
"Asus Zenfone 2 Laser ZE500KL (2GB RAM, 16GB)","6,490","Android 5.0 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Asus Zenfone 2 Laser 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.2 GHz, Quad Core, Qualcomm MSM8916 Snapdragon 410",Adreno 306,2 GB
Lava V2S,"7,899","Android 5.1 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Lava V2S 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,2 GB
N,A
Coolpad Mega 5M,"3,599",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Coolpad Mega 5M 1.jpg,N/A,5 inches,"1.3 GHz, Quad Core",1 GB
Intex Aqua Style III,"5,899",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Style III 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
N,A
iVOOMi Me2,"3,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/iVOOMi Me2 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.1 GHz, Quad Core",2 GB
N,A
Infocus A1 M500,"4,799",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Infocus A1 M500 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.2 GHz, Quad Core",1 GB
Swipe Konnect Power,"4,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Swipe Konnect Power 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.5 GHz, Quad Core, Spreadtrum",Mali,2 GB
LYF C451,"3,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/LYF C451 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.3 GHz, Quad Core, Qualcomm Snapdragon 210",Adreno 304,1 GB
N,A
"Panasonic Eluga I2 (3GB RAM, 16GB)","7,990",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Panasonic Eluga I2 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core",3 GB
Gionee Marathon M5 Lite,"6,490",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Gionee Marathon M5 Lite 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Mediatek MT6735",Mali-T720,3 GB
Infocus M535,"12,290",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Infocus M535 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Quad Core, MediaTek MT6735",Mali-T720,2 GB
HTC One E9S,"21,500",Android 5.0 Lollipop,https://www.phonecurry.com/img/phones/HTC One E9S 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6752M",Mali-T720,2 GB
Intex Indie 15,"4,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Indie 15 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Swipe Elite Dual,"3,990",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Swipe Elite Dual 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek",Mali,1 GB
Swipe Elite Pro,"4,500",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Swipe Elite Pro 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, , Qualcomm",Adreno,3 GB
Lava Z10 (3GB RAM),"7,899",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava Z10 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6735",Mali-T720,3 GB
N,A
Karbonn Aura Sleek 4G,"4,679",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Karbonn Aura Sleek 4G 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.1 GHz, Quad Core",1 GB
N,A
Panasonic Eluga Arc 2,"5,849",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Panasonic Eluga Arc 2 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core",3 GB
LYF Water 1,"4,999",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/LYF Water 1 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 615 MSM8939",Adreno 405,2 GB
Gionee Elife S6,"6,590",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Gionee Elife S6 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, Mediatek MT6753",Mali-T720 MP4,3 GB
N,A
Lava X81,"7,299",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava X81 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek",3 GB
LG K10 LTE,"7,999",Android 5.0 Lollipop,https://www.phonecurry.com/img/phones/LG K10 1.jpg,720x1280 pixels (~ 277 pixels per inch),5.3 inches,"1.2 GHz, Quad Core, Qualcomm Snapdragon 410 (MSM8916)",Adreno 304,2 GB
Lenovo K3 Note,"6,999","Android 5.0 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Lenovo K3 Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.7 GHz, Octa Core, Mediatek MT6752 (64 Bit)",Mali-T760MP2,2 GB
HTC Desire 826,"13,500","Android 5.0 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/HTC Desire 826 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"Octa Core, Qualcomm MSM8939 Snapdragon 615 (Quad Core 1.7 GHz Cortex-A53 + Quad Core 1.0 GHz Cortex-A53)",Adreno 405,2 GB
Micromax Bharat 4,"3,864",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Micromax Bharat 4 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
N,A
Nokia 8110 4G,"4,997",2.4 inches,https://www.phonecurry.com/img/phones/Nokia 8110 1.jpg,512 MB,Adreno 304,4 GB,up to 32 GB
Intex Aqua Lions T1 Lite,"3,899",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Lions T1 Lite 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
Intex Aqua Note 5.5,"5,799",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Note 5.5 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.25 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,2 GB
LYF C459,"3,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/LYF C459 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.3 GHz, Quad Core, Qualcomm Snapdragon 210",Adreno 304,1 GB
iVOOMi Me5,"5,200",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/iVOOMi Me5 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.2 GHz, Quad Core, Spreadtrum SC9832",Mali-400,2 GB
N,A
Lava A97 TFT (2GB RAM),"5,299",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava A97 1.jpg,480x800 pixels (~ 187 pixels per inch),5 inches,"1.3 GHz, Quad Core",2 GB
N,A
Lava A73,"5,149",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava A73 1.jpg,480x800 pixels (~ 187 pixels per inch),5 inches,"1.2 GHz, Quad Core",1 GB
N,A
Lava X19,"6,699",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava X19 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core",2 GB
N,A
Micromax Vdeo 2,"4,390",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Micromax Vdeo 2 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.3 GHz, Quad Core",1 GB
LG X Screen,"17,250",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/LG X Screen 1.jpg,720x1280 pixels (~ 298 pixels per inch),4.93 inches,"1.2 GHz, Quad Core, Qualcomm MSM8916 Snapdragon 410",Adreno 306,2 GB
Huawei Honor Holly 2 Plus,"5,499",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Huawei Honor Holly 2 Plus 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Mediatek MT6735",Mali-T720,2 GB
Micromax Bharat 3,"4,049",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Micromax Bharat 3 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
Nokia 216 Dual SIM,"1,950",2.4 inches,https://www.phonecurry.com/img/phones/Nokia 216 1.jpg,NA,up to 32 GB,1020 mAh,576 hrs,18.00 hrs
N,A
Coolpad Mega 4A,"3,699",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Coolpad Mega 4A 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core",1 GB
Infocus A1s,"3,832",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Infocus A1s 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
iVOOMi Me1 Plus,"3,999","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/iVOOMi Me1 Plus 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.2 GHz, Quad Core, Spreadtrum SC9830",Mali-400 MP2,2 GB
N,A
Lava A97 TFT (1GB RAM),"4,549",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava A97 1.jpg,480x800 pixels (~ 187 pixels per inch),5 inches,"1.3 GHz, Quad Core",1 GB
LYF Water 11,"6,800",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/LYF Water 11 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Mediatek MT6735",Mali-T720,3 GB
N,A
Micromax Canvas Play 4G,"12,499",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Micromax Canvas Play 4G 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.2 GHz, Quad Core, Qualcomm Snapdragon 410",2 GB
Intex Aqua A4 Plus,"3,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua A4 Plus 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-T720,1 GB
iVOOMi Me3,"3,989",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/iVOOMi Me3 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
iVOOMi Me1,"3,999","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/iVOOMi Me1 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.2 GHz, Quad Core, Spreadtrum SC9830",Mali-400 MP2,1 GB
Zopo Color M4,"4,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Zopo Color M4 1.jpg,480x800 pixels (~ 233 pixels per inch),4 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
Intex Aqua Trend Lite,"4,745",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Intex Aqua Trend Lite 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.1 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
N,A
Gionee P7,"4,950",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Gionee P7 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core",2 GB
Zopo Speed 7 Plus,"5,190",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Zopo Speed 7 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
iBall Andi 5.5H Weber 4G,"6,605",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/iBall Andi 5.5H Weber 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1 GHz, Quad Core",Mali-T720,1 GB
N,A
N,A
N,A
Lava GEM,"1,379",2.8 inches,https://www.phonecurry.com/img/phones/Lava GEM 1.jpg,NA,1750 mAh
N,A
Karbonn K9 Smart Yuva,"3,790",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn K9 Smart Yuva 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core",1 GB
N,A
Karbonn K9 Kavach 4G,"5,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn K9 Kavach 4G 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core",1 GB
Intex Aqua A4,"4,199",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua A4 1.jpg,480x800 pixels (~ 233 pixels per inch),4 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
LYF Wind 4S,"6,498",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/LYF Wind 4S 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Qualcomm Snapdragon 210",Adreno 304,2 GB
LYF Water 4,"5,999",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/LYF Water 4 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.2 GHz, Quad Core, Qualcomm Snapdragon 410",Adreno 306,2 GB
Intex Aqua Lions 4G,"4,695",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Intex Aqua Lions 4G 1.jpg,480x853 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
iVOOMi Me4,"3,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/iVOOMi Me4 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.1 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
N,A
Karbonn K9 Smart (1GB RAM),"5,455",Android 4.4,https://www.phonecurry.com/img/phones/Karbonn K9 Smart 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.2 GHz, Dual Core",1 GB
LYF Water 7,"6,000",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/LYF Water 7 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm MSM8939 Snapdragon 615",Adreno 405,2 GB
N,A
Panasonic Eluga A2,"9,490",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Panasonic Eluga A2 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core",3 GB
Asus Zenfone Go 5.0 LTE,"8,149",Android 4.4,https://www.phonecurry.com/img/phones/Asus Zenfone Go LTE 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.2 GHz, Quad Core, Qualcomm Snapdragon 410 (MSM8916)",Adreno 306,2 GB
Karbonn K9 Smart 4G,"4,949",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Karbonn K9 Smart 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.2 GHz, Dual Core, MediaTek",Mali-T720,1 GB
N,A
Micromax Bharat 2 Plus,"3,049",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Micromax Bharat 2 1.jpg,480x800 pixels (~ 233 pixels per inch),4 inches,"1.3 GHz, Quad Core",1 GB
Karbonn Titanium Vista,"4,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Karbonn Titanium Vista 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6580",Mali-400 MP2,1 GB
Swipe Elite VR,"3,899",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Swipe Elite VR 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
N,A
Swipe Elite 2 Plus (2017),"3,750",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Swipe Elite 2 Plus (2017) 1.jpg,480x640 pixels (~ 160 pixels per inch),5 inches,"1.5 GHz, Quad Core",1 GB
N,A
Karbonn A41 Power,"4,099",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn A41 Power 1.jpg,480x800 pixels (~ 233 pixels per inch),4 inches,"1.3 GHz, Quad Core",1 GB
N,A
JioPhone,"1,349",2.4 inches,https://www.phonecurry.com/img/phones/JioPhone 1.jpg,512 MB,Mali-400,4 GB,up to 128 GB
N,A
N,A
Nokia 130 (2017),"1,620",1.8 inches,https://www.phonecurry.com/img/phones/Nokia 130 (2017) 1.jpg,NA,8 MB,up to 32 GB
N,A
Karbonn Aura Power 4G Plus,"5,790",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn Aura Power 4G Plus 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core",1 GB
Nokia 3310 Dual SIM,"3,149",2.4 inches,https://www.phonecurry.com/img/phones/Nokia 3310 1.jpg,NA,up to 32 GB,1200 mAh,600 hrs,22.10 hrs
N,A
Nokia 150 Dual SIM,"1,500",2.4 inches,https://www.phonecurry.com/img/phones/Nokia 150 1.jpg,NA,1020 mAh,600 hrs,22.00 hrs
Zopo Color F2,"4,799",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Zopo Color F2 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
LYF Flame 8,"3,290",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/LYF Flame 8 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.1 GHz, Quad Core, Qualcomm Snapdragon 210 MSM8909",Adreno 304,1 GB
Gionee P5 Mini,"3,490",Android 5.0 Lollipop,https://www.phonecurry.com/img/phones/Gionee P5 Mini 1.jpg,480x854 pixels (~ 218 pixels per inch),4.5 inches,"1.3 GHz, Quad Core, Mediatek MT6580M",Mali-400 MP2,1 GB
Micromax Canvas Mega 4G,"9,172",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Micromax Canvas Mega 4G 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, MediaTek MT6735",Mali-T720,3 GB
HTC Desire 728G Dual,"9,940",Android 5.0 Lollipop,https://www.phonecurry.com/img/phones/HTC Desire 728G Dual 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,1.5 GB
Intex Aqua Lions N1,"3,695",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Lions N1 1.jpg,480x800 pixels (~ 233 pixels per inch),4 inches,"1.1 GHz, Quad Core, MediaTek",Mali,1 GB
Micromax Vdeo 4,"4,100",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Micromax Vdeo 4 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.1 GHz, Quad Core, Qualcomm Snapdragon 210",Adreno 304,1 GB
N,A
Micromax Vdeo 1,"3,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Micromax Vdeo 1 1.jpg,480x800 pixels (~ 233 pixels per inch),4 inches,"1.3 GHz, Quad Core",1 GB
Intex Aqua Craze,"6,999",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Intex Aqua Craze 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,1 GB
Micromax Canvas XP 4G,"5,999",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Micromax Canvas XP 4G 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,3 GB
Gionee Elife S Plus,"5,999",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Gionee Elife S Plus 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
N,A
N,A
N,A
Samsung Metro 313,"1,990",2 inches,https://www.phonecurry.com/img/phones/Samsung Metro 313 1.jpg,NA,1000 mAh
Zopo Speed 7,"4,990",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Zopo Speed 7 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.5 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
N,A
XOLO Era 2,"3,799",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/XOLO Era 2 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core",1 GB
N,A
Micromax X930,"1,299",2.8 inches,https://www.phonecurry.com/img/phones/Micromax X930 1.jpg,NA,32 MB,32 MB,up to 16 GB
N,A
N,A
Lava Spark i8,"1,449",2.8 inches,https://www.phonecurry.com/img/phones/Lava Spark i8 1.jpg,NA,32 MB,up to 32 GB
Intex Aqua Strong 5.1 Plus,"3,995",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Intex Aqua Strong 5.1 Plus 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
Swipe Konnect Prime,"4,399",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Swipe Konnect Prime 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum",Mali,1 GB
XOLO Era 1X,"3,890",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/XOLO Era 1X 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
Zopo Color C3,"3,980",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Zopo Color C3 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
N,A
N,A
Nokia 106 (2018),"1,249",1.8 inches,https://www.phonecurry.com/img/phones/Nokia 106 (2018) 1.jpg,NA,4 MB,4 MB
Intex Aqua S1,"3,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua S1 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,1 GB
Intex Aqua Amaze Plus,"3,899",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Intex Aqua Amaze Plus 1.jpg,720x1280 pixels (~ 312 pixels per inch),4.7 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-400,1 GB
HTC Desire 630,"13,570",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/HTC Desire 630 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.6 GHz, Quad Core, Qualcomm Snapdragon 400",Adreno 305,2 GB
Panasonic Eluga Mark,"13,990",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Panasonic Eluga Mark 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 615",Adreno 405,2 GB
Lenovo Sisley S90,"12,999","Android 4.4, Upgradeable to 5.0 Lollipop",https://www.phonecurry.com/img/phones/Lenovo Sisley S90 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.2 GHz, Quad Core, Qualcomm MSM8916 Snapdragon 410",Adreno 306,2 GB
N,A
N,A
N,A
Samsung Guru Music 2,"1,450",2 inches,https://www.phonecurry.com/img/phones/Samsung Guru Music 2 1.jpg,NA,up to 16 GB
Asus Zenfone 5 16GB,"10,885","Android 4.3, Upgradeable to 5.0 Lollipop",https://www.phonecurry.com/img/phones/Asus Zenfone 5 16GB 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.6 GHz, Dual Core, Intel Atom Z2560",PowerVR SGX544MP2,2 GB
N,A
N,A
N,A
Lava One,"1,137",2.4 inches,https://www.phonecurry.com/img/phones/Lava One 1.jpg,NA,1000 mAh
N,A
Micromax Bharat 1,"2,099",2.4 inches,https://www.phonecurry.com/img/phones/Micromax Bharat 1 1.jpg,512 MB,Adreno 304,4 GB,up to 32 GB
N,A
Karbonn K9 Smart Eco,"4,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn K9 Smart Eco 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.2 GHz, Quad Core",1 GB
N,A
Karbonn A1 Indian,"3,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn A1 Indian 1.jpg,480x800 pixels (~ 233 pixels per inch),4 inches,"1.1 GHz, Quad Core",1 GB
Lava Pixel V2 Plus,"6,990",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava Pixel V2 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6735",Mali-T720,3 GB
N,A
Lava A97 IPS (1GB RAM),"3,880",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava A97 1.jpg,480x800 pixels (~ 187 pixels per inch),5 inches,"1.3 GHz, Quad Core",1 GB
Videocon Delite 21 V50MB,"4,189",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Videocon Delite 21 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,2 GB
