Name,Price,Smartphone OS,IMG PATH,Screen Resolution,Screen size,Processor,GPU,RAM 
Panasonic Eluga Ray 530,"8,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Panasonic Eluga Ray 530 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.3 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,3 GB
Panasonic Eluga Z1,"7,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Panasonic Eluga Z1 1.jpg,720x1500 pixels (~ 269 pixels per inch),6.19 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,3 GB
Coolpad Note 8,"6,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Coolpad Note 8 1.jpg,1080x2160 pixels (~ 403 pixels per inch),5.99 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,4 GB
"Infinix Smart 2 (3GB RAM, 32GB)","5,999","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Infinix Smart 2 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,3 GB
Asus Zenfone 4 Selfie ZD553KL,"14,999","Android 7.0 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Asus Zenfone 4 Selfie ZD553KL 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
Vivo V5,"14,450",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Vivo V5 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,4 GB
Sony Xperia XA1,"13,900","Android 7.0 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Sony Xperia XA1 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"2.3 GHz, Octa Core, Mediatek MT6757 Helio P20",Mali-T880 MP2,3 GB
"Huawei Honor 7C (3GB RAM, 32GB)","8,888",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 7C 1.jpg,720x1440 pixels (~ 269 pixels per inch),5.99 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,3 GB
Coolpad Note 6 (32GB),"6,799",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Coolpad Note 6 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 435",Adreno 505,4 GB
Infocus Vision 3 Pro,"8,690",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Infocus Vision 3 Pro 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,4 GB
"Xiaomi Redmi 4 (3GB RAM, 32GB)","7,790","Android 6.0 Marshmallow, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi 4 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 435",Adreno 505,3 GB
Sony Xperia XA Ultra,"22,990","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Sony Xperia XA Ultra 1.jpg,1080x1920 pixels (~ 367 pixels per inch),6 inches,"2 GHz, Octa Core, Mediatek MT6755 Helio P10",Mali-T860 MP2,3 GB
Asus Zenfone 4 Selfie ZB553KL,"9,999","Android 7.0 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Asus Zenfone 4 Selfie ZB553KL 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
"Motorola Moto M (3GB RAM, 32GB)","9,599","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Motorola Moto M 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.2 GHz, Octa Core, Mediatek MT6755 Helio P15",Mali-T860 MP2,3 GB
"Lenovo A5 (2GB RAM, 16GB)","5,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lenovo A5 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,2 GB
Huawei Honor 7A,"7,499",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 7A 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
Panasonic Eluga I7,"6,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga I7 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Vivo Y53i,"7,777",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Vivo Y53i 1.jpg,540x960 pixels (~ 220 pixels per inch),5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,2 GB
"10.or G (3GB RAM, 32GB)","10,999","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/10.or G 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 626",Adreno 506,3 GB
Micromax Canvas Infinity,"5,999","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Micromax Canvas Infinity 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,3 GB
Motorola Moto E4 Plus,"9,999",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Motorola Moto E4 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,3 GB
TECNO Camon iSky 3,"7,998",Android 9.0 Pie,https://www.phonecurry.com/img/phones/TECNO Camon iSky 3 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"2 GHz, Quad Core, MediaTek Helio A22",PowerVR GE-class,2 GB
TECNO Camon iAir 2 Plus,"8,799",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/TECNO Camon iAir 2 Plus 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"2 GHz, Quad Core, MediaTek Helio A22",IMG PowerVR GE,2 GB
N,A
Samsung Galaxy J3 Pro,"7,490",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Samsung Galaxy J3 Pro 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.5 GHz, Quad Core, Spreadtrum",2 GB
Sony Xperia R1,"12,990","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Sony Xperia R1 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,2 GB
Vivo Y69,"9,879",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Vivo Y69 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,3 GB
LG K8 (2017),"9,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/LG K8 (2017) 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
"Huawei Honor 6X (4GB RAM, 64GB)","13,999","Android 7.0 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Huawei Honor 6X 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.1 GHz, Octa Core, HiSilicon Kirin 655",Mali-T830 MP2,4 GB
N,A
"Karbonn Platinum P9 Pro (3GB RAM, 32GB)","7,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Karbonn Platinum P9 Pro 1.jpg,480x960 pixels (~ 197 pixels per inch),5.45 inches,"1.4 GHz, Quad Core",3 GB
mobiistar XQ Dual,"6,449",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/mobiistar XQ Dual 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
Nokia 5 (2GB RAM),"9,199","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 5 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,2 GB
N,A
Karbonn Titanium Frames S7,"6,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn Titanium Frames S7 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.4 GHz, Quad Core",3 GB
Oppo A71,"9,099",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Oppo A71 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,3 GB
Oppo A57,"13,040",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Oppo A57 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 435",Adreno 505,3 GB
"Motorola Moto G4 Plus (3GB RAM, 32GB)","8,999","Android 6.0 Marshmallow, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Motorola Moto G4 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 617",Adreno 405,3 GB
"10.or D2 (2GB RAM, 16GB)","6,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/10.or D2 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,2 GB
iVOOMi i2,"5,799",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/iVOOMi i2 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, Mediatek MT6739",Mali-T720,3 GB
"Oppo F1s (4GB RAM, 64GB)","16,990","Android 5.1 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Oppo F1s 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,4 GB
Xiaomi Redmi Go 16GB,"4,799",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Xiaomi Redmi Go 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,1 GB
Alcatel 3X,"8,299",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Alcatel 3X 1.jpg,720x1520 pixels (~ 295 pixels per inch),5.7 inches,"1.3 GHz, Quad Core, MediaTek MT6739",Mali-T720,3 GB
"Lava Z81 (3GB RAM, 32GB)","8,099",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lava Z81 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"2 GHz, Quad Core, MediaTek Helio A22",IMG PowerVR GE,3 GB
Samsung Galaxy On Nxt 16GB,"10,999","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Samsung Galaxy On Nxt 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,3 GB
Lenovo K8,"7,599","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Lenovo K8 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"2.35 GHz, Octa Core, MediaTek Helio P20",Mali-T880 MP2,3 GB
Panasonic Eluga Ray Max 64GB,"12,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Panasonic Eluga Ray Max 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
"Lenovo Z2 Plus (4GB RAM, 64GB)","19,999","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Lenovo ZUK Z2 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"2.15 GHz, Quad Core, Qualcomm Snapdragon 820",Adreno 530,4 GB
"YU ACE (2GB RAM, 16GB)","4,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/YU ACE 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,2 GB
Xiaomi Redmi Y1 Lite,"6,999","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi Y1 Lite 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,2 GB
Lenovo K6 Note (4GB RAM),"9,990","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Lenovo K6 Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
"Infinix Smart 2 (2GB RAM, 16GB)","4,999","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Infinix Smart 2 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,2 GB
Kult Impulse,"6,499",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Kult Impulse 1.jpg,720x1440 pixels (~ 269 pixels per inch),5.99 inches,"1.3 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,3 GB
Nubia N2,"15,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Nubia N2 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,4 GB
Panasonic Eluga Ray,"7,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Panasonic Eluga Ray 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Panasonic Eluga Ray Max 32GB,"11,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Panasonic Eluga Ray Max 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
"Lenovo Vibe K5 Note (4GB RAM, 64GB)","13,499","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Lenovo Vibe K5 Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.8 GHz, Octa Core, MediaTek MT6755 Helio P10",Mali-T860 MP2,4 GB
Asus Zenfone Lite L1,"4,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Asus Zenfone Lite L1 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,2 GB
Infocus Turbo 5 Plus,"7,599",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Infocus Turbo 5 Plus 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,3 GB
Panasonic Eluga Ray X,"6,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Panasonic Eluga Ray X 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Huawei P9,"39,999","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Huawei P9 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"2.5 GHz, Octa Core, HiSilicon Kirin 955",Mali-T880 MP4,3 GB
"Asus Zenfone 3 ZE520KL (3GB RAM, 32GB)","10,499","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Asus Zenfone 3 ZE552KL 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,3 GB
XOLO Era 5X,"7,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/XOLO Era 5X 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"2 GHz, Quad Core, Mediatek Helio A22",PowerVR GE8320,3 GB
"Xiaomi Redmi 5A (2GB RAM, 16GB)","6,140","Android 7.0 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi 5A 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,2 GB
"Oppo F1s (3GB RAM, 32GB)","14,990","Android 5.1 Lollipop, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Oppo F1s 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,3 GB
Gionee F205 Pro,"5,490",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Gionee F205 Pro 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,2 GB
TECNO Camon iAce2X,"7,200",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/TECNO Camon iAce2X 1.jpg,720x1440 pixels (~ 293 pixels per inch),5.5 inches,"2 GHz, Quad Core, MediaTek Helio A22",PowerVR GE-class,3 GB
iVOOMi i2 Lite,"4,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/iVOOMi i2 Lite 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR GE8100,2 GB
Micromax Bharat 5 Pro,"5,499",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Micromax Bharat 5 Pro 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Smartron t.phone P,"7,999",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Smartron t.phone P 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Octa Core, Qualcomm Snapdragon 435",Adreno 505,3 GB
iVOOMi i1s,"8,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/iVOOMi i1 1.jpg,640x1280 pixels (~ 263 pixels per inch),5.45 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Infinix Note 4,"8,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Infinix Note 4 1.jpg,1080x1920 pixels (~ 386 pixels per inch),5.7 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
"Motorola Moto G4 Plus (2GB RAM, 16GB)","8,499","Android 6.0 Marshmallow, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Motorola Moto G4 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 617",Adreno 405,2 GB
Apple iPhone 5S 16GB,"11,991","Apple iOS 7.1, Upgradeable to 12.3",https://www.phonecurry.com/img/phones/Apple iPhone 5S 16GB 1.jpg,640x1136 pixels (~ 326 pixels per inch),4 inches,"1.7 GHz, Dual Core, A7 chip with 64-bit architecture, M7 motion coprocessor",PowerVR Series 6,1 GB
Alcatel 3V,"10,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Alcatel 3V 1.jpg,1080x2160 pixels (~ 402 pixels per inch),6 inches,"1.45 GHz, Quad Core, MediaTek MT8735A",Mali-T720 MP2,3 GB
Panasonic Eluga A4,"7,349",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga A4 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Vivo Y66,"9,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Vivo Y66 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,3 GB
Coolpad Cool1 (4GB RAM),"8,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Coolpad Cool1 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 652",Adreno 510,4 GB
Samsung Galaxy On8,"9,990",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Samsung Galaxy On8 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.6 GHz, Octa Core, Samsung Exynos 7580",Mali-T720,3 GB
Huawei Honor 7S,"5,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 7S 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, Mediatek MT6739",PowerVR GE8100,2 GB
N,A
LG Candy,"6,380",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/LG Candy 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core",2 GB
mobiistar X1 Dual,"6,929",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/mobiistar X1 Dual 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Panasonic Eluga I5,"8,990",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga I5 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Micromax Evok Dual Note (4GB RAM),"6,799",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Micromax Evok Dual Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,4 GB
N,A
Coolpad Cool 3,"5,849",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Coolpad Cool 3 1.jpg,720x1520 pixels (~ 295 pixels per inch),5.7 inches,"1.3 GHz, Octa Core, Unisoc",2 GB
Panasonic Eluga Ray 550,"8,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga 550 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Infinix Hot 4 Pro,"7,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Infinix Hot 4 Pro 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
YU YUREKA BLACK,"6,690","Android 6.0 Marshmallow, Upgradeable to 7.1 Nougat",https://www.phonecurry.com/img/phones/YU YUREKA BLACK 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
Lenovo K6 Note (3GB RAM),"8,490","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Lenovo K6 Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
Sony Xperia Z5 Dual,"24,000","Android 5.1 Lollipop, Upgradeable to 7.1 Nougat",https://www.phonecurry.com/img/phones/Sony Xperia Z5 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"2 GHz, Octa Core, Qualcomm MSM8994 Snapdragon 810",Adreno 430,3 GB
"Lava Z81 (2GB RAM, 16GB)","6,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lava Z81 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"2 GHz, Quad Core, MediaTek Helio A22",IMG PowerVR GE,2 GB
Gionee X1s,"6,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Gionee X1s 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.5 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,3 GB
Panasonic Eluga Ray 700,"6,390",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga Ray 700 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, Mediatek MT6753",Mali-T720 MP4,3 GB
"Xiaomi Redmi 4 (2GB RAM, 16GB)","6,499","Android 6.0 Marshmallow, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi 4 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 435",Adreno 505,2 GB
N,A
Lava Z90,"8,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Lava Z90 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Quad Core",3 GB
Huawei Honor 6 Plus,"12,499","Android 4.4, Upgradeable to 6.0 Marshmallow",https://www.phonecurry.com/img/phones/Huawei Honor 6 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"Octa Core, HiSilicon Kirin 925 (1.8 Quad Core Cortex-A15 + 1.3 Quad Core Cortex-A7)",Mali-T628 MP4,3 GB
Infocus Vision 3,"6,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Infocus Vision 3 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.3 GHz, Quad Core, Mediatek MT6735",Mali-T720,2 GB
Asus Zenfone 3 Laser (ZC551KL),"8,499","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Asus Zenfone 3 Laser 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
"Lava Z91 (2GB RAM, 16GB)","7,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Lava Z91 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,2 GB
Micromax Evok Dual Note (3GB RAM),"5,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Micromax Evok Dual Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,3 GB
